name,id,smiles,atc,atc_name_1,atc_name_2,atc_name_3,atc_name_4,smiles,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
Chromic nitrate,DB14527;DBSALT002353,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3],,,,,,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3],238.008,-0.7198,9,0,4,0.38498267,0,198.6,0.330094192,0.988854289,0.70308274,0.008765521,0.489972147,0.112340722,0.013359883,0.04043547,0.008147457,0.450671434,0.000126339,0.191884064,0.011061354,0.799638653,0.940261424,0.001546959,0.000540356,0.000240858,0.000365418,0.004369583,0.015879595,2.58E-05,0.450560011,0.049895179,0.249857239,0.000345621,0.003375466,0.010857375,0.000827302,0.837898803,0.007422454,-4.607250091,12.14910052,7.026235841,4.71450591,-7.686182483,2.451737572,-0.415219819,53.36136069,1.196530671,5.839418811,23.92400155,17.2547499,86.25436216,11.76812718,63.80379992,31.98914308,22.48933695,91.29507561,69.52307096,90.81039162,37.06863125,32.22179139,83.59829391,39.93796045,34.66459868,29.00348972,22.45056223,47.11128344,9.693679721,57.34780923,12.3303606,71.61690578,29.27491276,14.15277239,2.055060101,3.024428073,9.461031408,19.96898022,4.769290423,5.273361768,31.64017061,42.53586661,66.69251648,13.72625048,23.80767739,34.35440093,11.16711904,88.01861187,6.630476929,73.43931756,24.93214424,37.14618069,46.10314075,69.36797208,44.82357503,20.47305157,25.24234199,99.3796045,79.41062427
Chromium,DB11136,[Cr],,,,,,[Cr],51.996,-0.0025,0,0,4,0.363524763,0,0,0.749270141,0.990646672,0.954351401,0.027252836,0.031601926,0.069239875,0.016485421,0.101662374,0.003563704,0.155892392,0.00209989,0.618940014,0.184255734,0.308836254,0.998830223,0.003711985,0.0034576,0.003666634,0.003079513,0.000358163,0.002029096,0.000554242,0.818004358,0.024592815,0.023823168,0.001060909,0.006895888,0.001124599,0.000944188,0.809397483,0.119909889,-4.062327061,32.7451491,-7.672944287,15.70892236,-3.316057088,2.53302964,1.853903518,67.21880268,-5.346149432,-8.437601174,1.357115161,22.91585886,1.938735944,11.76812718,63.80379992,29.50756107,22.48933695,1.803024428,93.67972082,91.89608375,91.08181466,44.74602559,30.90345095,25.20356727,37.76657619,49.24389298,14.50174486,17.95269484,21.79139201,93.60217138,64.4823575,40.75222955,64.63745638,26.40558356,9.73245444,21.24854595,26.09538581,2.946878635,1.473439318,19.93020551,56.30089182,33.92787902,18.65063978,24.4280729,36.83598294,13.41605273,12.29158589,84.91663435,32.60953858,97.90616518,46.45211322,18.84451338,62.11709965,95.30825902,50.5234587,57.15393563,39.97673517,10.31407522,2.404032571
Chromium Cr-51,DB11140,[51Cr],,,,,,[51Cr],50.9447674,-0.0025,0,0,4,0.362867533,0,0,0.748103887,0.990681612,0.954349542,0.026610761,0.031113394,0.06930052,0.016160388,0.101162085,0.003480897,0.155955784,0.002037343,0.617812735,0.181698824,0.307823926,0.998818934,0.003665245,0.003441281,0.003577015,0.003025331,0.000352799,0.002025313,0.000542992,0.817900419,0.024376297,0.02341909,0.001035616,0.006757597,0.001096679,0.000924109,0.808684647,0.118944275,-4.063066769,32.6902545,-7.671350507,15.68810163,-3.316755547,2.532749921,1.851459583,67.16108779,-5.336363885,-8.442658058,1.279565723,22.91585886,1.938735944,11.76812718,63.80379992,29.46878635,22.48933695,1.803024428,93.6409461,92.01240791,91.04303994,44.66847615,30.67080264,25.31989143,37.34005428,49.08879411,14.34664599,17.99146956,21.59751842,93.56339667,64.09461031,40.67468011,64.4823575,26.13416053,9.654905002,20.9383482,25.82396278,2.908103916,1.434664599,19.73633191,56.2621171,33.85032959,18.34044203,24.07910043,36.48701047,13.3385033,12.21403645,84.76153548,32.41566499,97.86739046,46.37456378,18.8832881,62.03955021,95.23070958,50.44590927,57.03761148,39.93796045,10.4691741,2.326483133
Chromium gluconate,DB14528;DBSALT002356,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Cr+3],,,,,,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Cr+3],637.437,-14.4859,21,15,1,0.079168682,12,423.84,0.047442832,0.148065601,0.064443123,0.002100824,0.034899113,0.020916529,0.00463549,0.0173535,0.019628761,0.158682819,0.000359403,0.009652548,0.026780456,0.072953466,0.002142926,0.03571027,0.04859452,0.0010425,0.000828425,0.115405881,0.192098489,0.000997764,0.010528106,0.005543802,0.104738157,0.002149625,0.001077443,0.000577812,0.004572844,0.117777041,0.079440001,-7.380904098,10.00076098,8.721752518,-16.59460147,-21.53776605,0.690014238,-1.861000658,53.99124179,-0.92213778,-2.028284374,90.77161691,0.542846064,98.39084917,98.0418767,2.908103916,4.691740985,96.85924777,97.3245444,19.03838697,9.577355564,0.659170221,17.33229934,32.22179139,7.483520744,21.94649089,12.17526173,34.43195037,18.41799147,13.41605273,3.761147732,23.73012796,15.97518418,1.085692129,79.17797596,72.39240016,9.344707251,14.07522295,89.29817759,78.82900349,25.82396278,1.473439318,16.16905777,45.75416828,33.34625824,10.81814657,9.73245444,27.18107794,8.297789841,26.83210547,1.357115161,22.91585886,38.96859248,10.74059713,1.163241566,0.232648313,5.932531989,25.94028693,84.56766188,21.09344707
Chromium nicotinate,DB14529;DBSALT001747,O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.[Cr+3],,,,,,O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.[Cr+3],418.305,-1.6672,9,0,4,0.484615964,0,159.06,0.048031556,0.438871461,0.897452605,0.0020213,0.051742943,0.306264696,0.110283069,0.009456721,0.002838667,0.077599065,0.007708778,0.09747273,0.088060021,0.964786983,0.640514952,0.004325467,0.005319244,0.00680235,0.000852819,0.00253433,0.025111597,0.000899032,0.037566059,0.011966972,0.013043851,0.001318337,0.005304954,0.000493011,0.001356562,0.25162282,0.012575215,-5.160811503,40.91357166,-16.62465972,11.98761253,-13.40523681,1.307173996,-1.336887251,60.50101468,-1.56014301,1.892549128,69.5036836,11.74873982,86.25436216,11.76812718,63.80379992,44.70725087,22.48933695,86.29313687,19.15471113,26.87088019,72.43117487,16.86700271,38.69716945,78.94532765,67.00271423,3.799922451,12.83443195,6.320279178,30.47692904,36.52578519,48.19697557,93.05932532,19.96898022,29.19736332,14.26909655,29.70143466,14.46297014,12.71810779,9.150833656,24.50562233,7.056998837,25.55253974,12.3303606,27.29740209,31.52384645,8.491663435,14.88949205,29.11981388,10.15897635,39.08491663,54.55602947,11.43854207,57.54168282,17.72004653,3.722373013,9.965102753,32.0279178,75.5719271,53.27646375
Chromium picolinate,DB11255,O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.[Cr+3],,,,,,O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.[Cr+3],418.305,-1.6672,9,0,4,0.484615964,0,159.06,0.257272328,0.563798058,0.877593195,0.001265588,0.030777982,0.217882321,0.021176618,0.006006212,0.002131954,0.133425809,0.000435841,0.326811776,0.077312885,0.954404771,0.491824645,0.004507337,0.007465852,0.005817146,0.000709404,0.004299185,0.04639376,0.001691436,0.079564475,0.024126592,0.038607845,0.003239676,0.00719722,0.00083539,0.001915722,0.32147314,0.009899454,-5.044768265,53.08620127,-1.635914511,-3.642253168,-12.56834719,1.397623188,-0.960590708,69.60686575,-1.563445042,0.627413648,69.5036836,11.7099651,86.25436216,11.76812718,63.80379992,44.66847615,22.48933695,86.29313687,61.38037999,34.81969756,66.88639007,12.91198139,30.47692904,65.56804963,41.87669639,1.512214036,11.01202016,15.00581621,14.30787127,75.45560295,45.05622334,89.99612253,16.78945328,29.85653354,19.46490888,27.41372625,13.10585498,19.65878247,24.04032571,32.76463746,12.3303606,33.57890655,26.13416053,38.8134936,37.80535091,12.09771229,18.10779372,37.5727026,8.33656456,46.10314075,64.98642885,26.36680884,30.08918185,23.88522683,4.885614579,13.06708026,43.15626212,75.53315238,42.14811943
Chromous sulfate,DB14530;DBSALT002355,O=S(=O)([O-])[O-].[Cr+2],,,,,,O=S(=O)([O-])[O-].[Cr+2],148.059,-1.3405,4,0,4,0.314212644,0,80.26,0.015420136,0.731016147,0.281100024,0.001962563,0.002527864,0.003762283,4.85E-06,0.003870282,0.091328875,0.134500763,2.78E-08,0.305381836,0.00011723,0.994892633,0.560155713,0.000168386,6.71E-05,9.92E-05,6.00E-07,8.14E-05,0.071469666,4.38E-09,0.215066459,0.028403794,0.005383376,4.25E-07,0.000187688,0.001298892,4.74E-05,0.103384691,0.000121361,-4.617552329,-88.98513571,-21.49589712,170.8618012,-7.693440623,2.569680635,-0.074196045,68.61398471,0.084366668,3.604919884,9.0345095,13.3385033,46.47150058,11.76812718,63.80379992,23.14850717,22.48933695,53.78053509,5.89375727,49.16634354,7.754943777,16.6343544,5.350911206,1.085692129,0.620395502,0.620395502,60.52733618,15.35478868,0.310197751,73.12911981,0.659170221,99.68980225,18.14656844,2.597906165,0.34897247,1.473439318,0.077549438,1.279565723,40.51958123,0.193873594,21.51996898,35.86661497,4.652966266,0.34897247,3.295851105,14.92826677,2.287708414,6.165180302,0.155098876,72.62504847,0.310197751,8.026366809,98.72043428,69.25164793,53.16013959,25.16479256,41.95424583,93.33074835,65.49050019
Cianidanol,DB14086,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,,,,,,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,290.271,1.5461,6,5,4,0.509592731,2,110.38,0.336534089,0.13677496,0.398637277,0.244936056,0.196697339,0.145153883,0.11291124,0.092619205,0.074598379,0.441420633,0.091966826,0.046824618,0.064299071,0.264709041,0.991813695,0.030707829,0.061158954,0.295300034,0.058619048,0.122331313,0.248319608,0.00898705,0.150953694,0.116330148,0.106365496,0.013469966,0.055946138,0.199540287,0.067149159,0.597552079,0.253872061,-6.206270475,53.06747029,-17.03833412,17.23846165,-13.11313742,2.471788076,0.950814414,60.69749956,-1.782321577,0.065433345,37.65025204,39.24001551,69.5036836,90.75222955,63.80379992,48.11942613,68.86390074,73.24544397,69.91081815,8.801861187,13.9588988,72.97402094,63.43544009,49.39899186,67.31291198,46.80108569,57.11516092,46.10314075,54.24583172,19.27103528,41.48894921,37.68902675,43.58278402,76.77394339,78.16983327,86.89414502,64.17215975,89.84102365,84.49011245,59.59674292,17.33229934,53.43156262,46.37456378,61.26405584,76.42497092,72.81892206,69.56184568,66.30476929,47.38270648,9.228383094,64.90887941,10.93447073,64.24970919,19.62000775,45.792943,41.41139977,32.22179139,72.50872431,37.22373013
Ciclesonide,DB01410,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,R01AD;R03BA,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES;NASAL PREPARATIONS,"DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE;OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Corticosteroids;Glucocorticoids,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,540.697,4.7039,7,1,3,0.504653926,9,99.13,0.174928965,0.911887777,0.700179493,0.001981448,0.102824585,0.013442167,0.085473653,0.026796049,0.026247869,0.809556019,0.631453532,0.025110526,0.09827819,0.414441305,0.999728179,0.363048401,0.775374174,0.014995554,0.265234907,0.027096429,0.197574094,0.017775934,0.932385564,0.89379791,0.509828049,0.02961404,0.028338946,0.613611701,0.064247862,0.196466323,0.312069577,-5.10341506,135.6933966,105.7146122,-6.759005442,-6.483837503,3.461270284,3.716548472,100.4880103,-6.061735756,1.247783029,85.26560682,86.11865064,77.35556417,36.68088406,20.91896084,47.61535479,93.95114385,66.69251648,48.00310198,69.36797208,36.52578519,16.75067856,50.29081039,4.575416828,62.93136875,19.73633191,39.82163629,89.29817759,84.45133773,10.81814657,50.87243117,48.62349748,77.70453664,94.22256689,95.38580845,42.03179527,89.37572703,61.88445134,79.56572315,69.67816983,74.36991082,93.05932532,84.10236526,73.59441644,64.17215975,89.68592478,68.86390074,19.93020551,51.72547499,42.3032183,97.86739046,96.47150058,24.46684762,79.75959674,91.85730903,92.36138038,91.62466072,4.963164017,47.34393176
Ciclopirox,DB01188,Cc1cc(C2CCCCC2)n(O)c(=O)c1,D01AE;G01AX,DERMATOLOGICALS;GENITO URINARY SYSTEM AND SEX HORMONES,ANTIFUNGALS FOR DERMATOLOGICAL USE;GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIFUNGALS FOR TOPICAL USE;ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",Other antifungals for topical use;Other antiinfectives and antiseptics,Cc1cc(C2CCCCC2)n(O)c(=O)c1,207.273,2.44172,3,1,4,0.71856651,0,42.23,0.110161658,0.961246681,0.960194135,0.36990602,0.366030601,0.561686403,0.100972545,0.271992664,0.01192418,0.407725605,0.042912623,0.208086625,0.024999648,0.393753523,0.999995351,0.00053139,0.018993839,0.01360035,0.067845645,0.008487296,0.069374913,0.006415942,0.983693302,0.03345506,0.088089931,0.003794863,0.026453903,0.313583261,0.00624196,0.640291351,0.100496791,-3.998342721,97.57312409,60.54555846,-6.900817286,-7.215909255,1.915982799,2.485216324,67.89953998,-2.253507193,1.563638826,18.72818922,52.19077162,31.17487398,36.68088406,63.80379992,77.47188833,22.48933695,24.89336952,35.86661497,78.90655293,92.63280341,78.98410237,76.89026755,95.65723149,65.56804963,72.35362544,27.45250097,42.57464133,45.09499806,59.7518418,22.48933695,47.38270648,98.10003877,6.475378054,43.19503684,39.89918573,66.38231873,31.52384645,39.0073672,54.59480419,93.8348197,37.68902675,40.94610314,41.13997674,63.0476929,78.6351299,31.13609926,70.37611477,30.05040713,98.52656068,89.45327646,82.86157425,24.2341993,73.47809228,16.90577743,69.83326871,40.82977898,65.21907716,50.29081039
Cidofovir,DB00369,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,J05AB,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,279.189,-1.6618,7,4,4,0.451971284,1,147.9,0.138189723,0.681562525,0.415234014,0.000869786,0.003989356,0.064924592,0.0017575,0.025821238,0.006833182,0.031579077,0.000424099,0.136578773,0.175281857,0.488877049,0.284326983,0.012530865,0.016971093,0.00571211,0.002236872,0.011647583,0.132308761,0.000169897,0.007165968,0.004245144,0.020630351,0.001201164,0.005935953,0.005920693,0.034656433,0.103194944,0.053048652,-5.96651818,11.22004387,-14.25479831,17.13477408,-18.53293177,1.443177697,-0.778485093,26.55445699,-0.769097832,1.683476635,34.54827453,11.82628926,77.35556417,86.02171384,63.80379992,40.51958123,54.80806514,84.29623885,41.76037224,45.13377278,14.73439318,10.43039938,7.910042652,23.57502908,12.67933307,18.99961225,20.58937573,0.69794494,14.15277239,46.37456378,63.35789066,53.31523846,12.71810779,54.43970531,39.89918573,27.18107794,22.52811167,39.47266382,66.42109345,11.43854207,0.34897247,13.84257464,17.09965103,25.82396278,33.77278015,28.15044591,58.86002326,6.087630865,22.33423808,12.79565723,23.84645211,12.83443195,63.97828616,3.218301667,5.777433114,15.08336565,8.026366809,86.42884839,51.60915083
Cilastatin,DB01597,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,J01DH,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Carbapenems,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,358.46,1.4326,5,4,4,0.324592729,2,129.72,0.574204153,0.731226242,0.865028787,0.026313873,0.247438895,0.1518858,0.149616948,0.074709951,0.04277257,0.37511062,0.378789148,0.321285126,0.376242983,0.330318445,0.964887476,0.014515984,0.020031059,0.041487511,0.053478158,0.072845364,0.060725476,0.104831886,0.286878352,0.01226305,0.356892952,0.04355834,0.093520828,0.014868869,0.039265718,0.690799487,0.043831519,-5.965759036,34.3181523,11.87889105,-27.90618038,-11.3537101,2.343735926,-0.59965827,71.27767571,-2.55422053,3.297670704,55.52539744,37.99922451,59.11205894,86.02171384,63.80379992,24.27297402,68.86390074,80.3993796,86.81659558,49.20511826,63.62931369,44.51337728,68.39860411,50.63978286,71.73322993,41.60527336,48.0418767,39.39511439,75.68825126,74.52500969,81.27181078,42.34199302,32.49321442,58.08452889,44.82357503,58.08452889,62.34974796,84.14113998,33.54013183,91.70221016,24.93214424,25.78518806,75.1454052,78.75145405,84.06359054,38.15432338,61.34160527,74.83520744,20.00775494,12.87320667,48.31329973,42.4970919,4.226444358,32.95851105,38.38697169,17.91392012,45.21132222,59.82939124,63.08646762
Cilazapril,DB01340,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,C09AA;C09BA,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ACE INHIBITORS, COMBINATIONS;ACE INHIBITORS, PLAIN","ACE inhibitors and diuretics;ACE inhibitors, plain",CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,417.506,1.5955,6,2,4,0.61993992,3,99.18,0.335327676,0.350200608,0.893765533,0.00785453,0.099934901,0.140483879,0.0621715,0.031827741,0.047631849,0.482978827,0.258416589,0.237980379,0.44994005,0.733751118,0.850565851,0.009396073,0.068800798,0.054297058,0.020988603,0.010806605,0.102502359,0.037414863,0.555631846,0.126790635,0.105405268,0.007526753,0.01694201,0.004421131,0.021594024,0.393762398,0.186711116,-5.700333526,13.98001065,13.06535687,22.81012398,-11.51622408,2.368877542,-1.231697005,73.58973934,-1.917214581,2.297347111,69.4067468,40.17060876,69.5036836,60.85692129,63.80379992,63.2415665,75.43621559,66.77006592,69.79449399,21.09344707,71.34548275,30.94222567,49.55409073,48.31329973,57.03761148,23.57502908,49.70918961,49.74796433,69.94959287,64.63745638,85.61457929,66.84761535,24.2341993,46.06436603,80.72896472,62.46607212,47.53780535,37.65025204,56.8825126,80.06979449,36.7584335,54.32338116,45.94804188,51.37650252,54.59480419,24.89336952,50.0969368,46.87863513,40.82977898,18.26289259,26.75455603,43.93175649,69.44552152,31.60139589,39.89918573,10.85692129,47.92555254,70.64753781,56.45599069
Cilostazol,DB01166,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,B01AC,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.469,3.4647,6,1,4,0.755913407,0,81.93,0.642814016,0.958527493,0.891150439,0.165581601,0.830184257,0.169042437,0.390415773,0.169845831,0.26737308,0.839865756,0.854088879,0.146911784,0.261354899,0.649254525,0.99994638,0.007684607,0.033329865,0.059653822,0.072696221,0.024245794,0.173418075,0.054161269,0.914789534,0.782950497,0.676169598,0.057125968,0.066679347,0.184394251,0.121993123,0.377849135,0.313431159,-5.192442493,78.41268131,79.03589696,-4.451362452,-8.167648088,2.939755265,2.605583235,94.06637791,-3.21868632,0.288149114,58.16207832,68.98022489,69.5036836,36.68088406,63.80379992,82.86157425,22.48933695,55.17642497,89.91857309,78.36370686,70.60876309,67.46801086,95.03683598,54.98255138,86.54517255,62.07832493,77.16169058,93.8348197,92.90422644,48.15820085,73.12911981,62.23342381,88.98797984,41.29507561,62.00077549,63.82318728,67.50678558,58.89879798,75.49437767,84.87785964,70.25979062,87.59208996,91.62466072,81.58200853,79.21675068,71.88832881,78.09228383,44.9786739,51.91934858,37.30127957,81.65955797,90.345095,28.38309422,64.83132997,75.80457542,72.23730128,81.07793718,46.37456378,39.12369135
Cimetidine,DB00501,CN/C(=N/C#N)NCCSCc1nc[nH]c1C,A02BA,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,CN/C(=N/C#N)NCCSCc1nc[nH]c1C,252.347,0.5974,4,3,4,0.308908723,0,88.89,0.084773305,0.163025601,0.848120224,0.248631929,0.238564025,0.037327709,0.039292275,0.364160812,0.282766755,0.377561724,0.105724353,0.035574071,0.018974337,0.221054728,0.99598335,0.000879363,0.001322064,0.103969345,0.002010346,0.008607842,0.023240305,0.000950713,0.514506641,0.007004256,0.00912846,0.003183125,0.012767361,0.002628182,0.013010923,0.758432734,0.158788924,-5.507935953,6.905929923,-5.165858148,-26.79585444,-12.72505627,1.990373705,-0.004946858,43.61723788,-1.504166017,-0.21787188,27.68514928,28.69329197,46.47150058,77.25862737,63.80379992,22.45056223,22.48933695,59.90694067,29.89530826,10.70182241,60.3722373,73.09034509,67.58433501,13.45482745,50.79488174,78.51880574,77.78208608,39.66653742,56.18456766,15.00581621,18.18534316,34.66459868,50.75610702,9.693679721,4.226444358,72.276076,21.40364482,32.0279178,8.142690965,25.08724312,34.85847228,19.11593641,8.801861187,38.50329585,48.6622722,20.66692516,42.26444358,80.26366809,38.11554866,23.10973245,20.35672741,21.71384257,4.536642109,22.68321055,19.42613416,26.21170997,16.86700271,76.26987204,34.78092284
Cinacalcet,DB01012,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,H05BX,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,ANTI-PARATHYROID AGENTS,Other anti-parathyroid agents,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,357.419,6.142,1,1,3,0.522407222,1,12.03,0.302494609,0.978301251,0.858734584,0.94706496,0.645242107,0.215298642,0.055494472,0.692620158,0.940112078,0.657688069,0.65664078,0.708230865,0.407449129,0.260741897,0.999905038,0.012383695,0.007938684,0.108707825,0.193734768,0.027175146,0.110134286,0.01272043,0.864938366,0.960319316,0.25809173,0.002050229,0.037616828,0.640341258,0.055028968,0.577694339,0.99442513,-5.038401951,51.15873201,19.07859691,54.09447005,-4.178085825,3.240830838,3.855583078,107.5162781,-5.377753125,8.518061314,55.21519969,94.88173711,6.649864288,36.68088406,20.91896084,49.86428848,54.80806514,6.417215975,66.61496704,85.11050795,62.07832493,97.01434665,89.14307871,65.18030244,55.52539744,93.71849554,98.25513765,68.04963164,85.4207057,95.96742924,83.67584335,37.41760372,85.65335401,54.207057,20.66692516,72.97402094,84.83908492,62.19464909,60.17836371,64.6762311,61.26405584,97.78984102,67.15781311,32.60953858,69.75571927,90.69406747,66.5374176,64.59868166,99.76735169,46.6072121,63.16401706,51.80302443,88.2900349,91.93485847,87.6696394,94.06746801,98.44901124,10.04265219,88.25126018
